YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_ARR_1,DLY_APT_ARR_1,DLY_APT_ARR_A_1,DLY_APT_ARR_C_1,DLY_APT_ARR_D_1,DLY_APT_ARR_E_1,DLY_APT_ARR_G_1,DLY_APT_ARR_I_1,DLY_APT_ARR_M_1,DLY_APT_ARR_N_1,DLY_APT_ARR_O_1,DLY_APT_ARR_P_1,DLY_APT_ARR_R_1,DLY_APT_ARR_S_1,DLY_APT_ARR_T_1,DLY_APT_ARR_V_1,DLY_APT_ARR_W_1,DLY_APT_ARR_NA_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,ATFM_VERSION
2022,1,JAN,9-Jan-2022,LICC,Catania,Italy,98,,,,,,,,,,,,,,,,,,,,v2,Catania (LICC)
2022,1,JAN,9-Jan-2022,LFBL,Limoges-Bellegarde,France,5,,,,,,,,,,,,,,,,,,,,v2,Limoges-Bellegarde (LFBL)
2022,1,JAN,9-Jan-2022,LFPO,Paris-Orly,France,196,,,,,,,,,,,,,,,,,,,,v2,Paris-Orly (LFPO)
2022,1,JAN,9-Jan-2022,UKBB,Kiev/Boryspil,Ukraine,127,,,,,,,,,,,,,,,,,,,,v2,Kiev/Boryspil (UKBB)
2022,1,JAN,9-Jan-2022,LQSA,Sarajevo,Bosnia and Herzegovina,14,,,,,,,,,,,,,,,,,,,,v2,Sarajevo (LQSA)
2022,1,JAN,9-Jan-2022,EINN,Shannon,Ireland,21,,,,,,,,,,,,,,,,,,,,v2,Shannon (EINN)
2022,1,JAN,9-Jan-2022,LPFR,Faro,Portugal,38,,,,,,,,,,,,,,,,,,,,v2,Faro (LPFR)
2022,1,JAN,9-Jan-2022,LFPB,Paris-Le Bourget,France,59,,,,,,,,,,,,,,,,,,,,v2,Paris-Le Bourget (LFPB)
2022,1,JAN,9-Jan-2022,GCGM,La Gomera,Spain,3,,,,,,,,,,,,,,,,,,,,v2,La Gomera (GCGM)
2022,1,JAN,9-Jan-2022,UDYZ,Zvartnots,Armenia,37,,,,,,,,,,,,,,,,,,,,v2,Zvartnots (UDYZ)
2022,1,JAN,9-Jan-2022,LELL,Sabadell,Spain,0,,,,,,,,,,,,,,,,,,,,v2,Sabadell (LELL)
2022,1,JAN,9-Jan-2022,LFBT,Tarbes-Lourdes Pyrénées,France,4,,,,,,,,,,,,,,,,,,,,v2,Tarbes-Lourdes Pyrénées (LFBT)
2022,1,JAN,9-Jan-2022,LDZA,Zagreb,Croatia,51,,,,,,,,,,,,,,,,,,,,v2,Zagreb (LDZA)
2022,1,JAN,9-Jan-2022,LEMO,Seville/Moron,Spain,0,,,,,,,,,,,,,,,,,,,,v2,Seville/Moron (LEMO)
2022,1,JAN,9-Jan-2022,LFLP,Annecy-Meythet,France,4,,,,,,,,,,,,,,,,,,,,v2,Annecy-Meythet (LFLP)
2022,1,JAN,9-Jan-2022,LFKB,Bastia-Poretta,France,11,,,,,,,,,,,,,,,,,,,,v2,Bastia-Poretta (LFKB)
2022,1,JAN,9-Jan-2022,LFMV,Avignon-Caumont,France,4,,,,,,,,,,,,,,,,,,,,v2,Avignon-Caumont (LFMV)
2022,1,JAN,9-Jan-2022,EBCI,Charleroi,Belgium,80,,,,,,,,,,,,,,,,,,,,v2,Charleroi (EBCI)
2022,1,JAN,9-Jan-2022,LEVC,Valencia,Spain,93,,,,,,,,,,,,,,,,,,,,v2,Valencia (LEVC)
2022,1,JAN,9-Jan-2022,LIRP,Pisa San Giusto,Italy,36,,,,,,,,,,,,,,,,,,,,v2,Pisa San Giusto (LIRP)
2022,1,JAN,9-Jan-2022,LMML,Malta,Malta,60,,,,,,,,,,,,,,,,,,,,v2,Malta (LMML)
2022,1,JAN,9-Jan-2022,LROP,Bucharest/ Otopeni,Romania,128,,,,,,,,,,,,,,,,,,,,v2,Bucharest/ Otopeni (LROP)
2022,1,JAN,9-Jan-2022,LCPH,Paphos,Cyprus,23,,,,,,,,,,,,,,,,,,,,v2,Paphos (LCPH)
2022,1,JAN,9-Jan-2022,LTAC,Ankara/ Esenboğa,Turkey,82,,,,,,,,,,,,,,,,,,,,v2,Ankara/ Esenboğa (LTAC)
2022,1,JAN,9-Jan-2022,EBLG,Liège,Belgium,31,,,,,,,,,,,,,,,,,,,,v2,Liège (EBLG)
2022,1,JAN,9-Jan-2022,EHLE,Lelystad,Netherlands,0,,,,,,,,,,,,,,,,,,,,v2,Lelystad (EHLE)
2022,1,JAN,9-Jan-2022,GCXO,Tenerife North,Spain,93,,,,,,,,,,,,,,,,,,,,v2,Tenerife North (GCXO)
2022,1,JAN,9-Jan-2022,EPWR,Wroclaw/ Strachowice,Poland,30,,,,,,,,,,,,,,,,,,,,v2,Wroclaw/ Strachowice (EPWR)
2022,1,JAN,9-Jan-2022,LOWW,Vienna,Austria,244,,,,,,,,,,,,,,,,,,,,v2,Vienna (LOWW)
2022,1,JAN,9-Jan-2022,EPLL,Lodz - Lublinek,Poland,2,,,,,,,,,,,,,,,,,,,,v2,Lodz - Lublinek (EPLL)
2022,1,JAN,9-Jan-2022,GCHI,Hierro,Spain,7,,,,,,,,,,,,,,,,,,,,v2,Hierro (GCHI)
2022,1,JAN,9-Jan-2022,LBSF,Sofia,Bulgaria,68,,,,,,,,,,,,,,,,,,,,v2,Sofia (LBSF)
2022,1,JAN,9-Jan-2022,LEAL,Alicante,Spain,96,,,,,,,,,,,,,,,,,,,,v2,Alicante (LEAL)
2022,1,JAN,9-Jan-2022,LEJR,Jerez De La Frontera,Spain,14,,,,,,,,,,,,,,,,,,,,v2,Jerez De La Frontera (LEJR)
2022,1,JAN,9-Jan-2022,LFML,Marseille-Provence,France,74,,,,,,,,,,,,,,,,,,,,v2,Marseille-Provence (LFML)
2022,1,JAN,9-Jan-2022,GEML,Melilla,Spain,12,,,,,,,,,,,,,,,,,,,,v2,Melilla (GEML)
2022,1,JAN,9-Jan-2022,LEMH,Mahon,Spain,23,,,,,,,,,,,,,,,,,,,,v2,Mahon (LEMH)
2022,1,JAN,9-Jan-2022,LFBZ,Biarritz-Bayonne-Anglet,France,12,,,,,,,,,,,,,,,,,,,,v2,Biarritz-Bayonne-Anglet (LFBZ)
2022,1,JAN,9-Jan-2022,LIPH,Treviso,Italy,27,,,,,,,,,,,,,,,,,,,,v2,Treviso (LIPH)
2022,1,JAN,9-Jan-2022,LFRB,Brest-Bretagne,France,13,,,,,,,,,,,,,,,,,,,,v2,Brest-Bretagne (LFRB)
2022,1,JAN,9-Jan-2022,LYPG,Podgorica,Montenegro,10,,,,,,,,,,,,,,,,,,,,v2,Podgorica (LYPG)
2022,1,JAN,9-Jan-2022,EDDB,Berlin/ Schoenefeld,Germany,185,,,,,,,,,,,,,,,,,,,,v2,Berlin/ Schoenefeld (EDDB)
2022,1,JAN,9-Jan-2022,LERT,Rota,Spain,3,,,,,,,,,,,,,,,,,,,,v2,Rota (LERT)
2022,1,JAN,9-Jan-2022,LESA,Salamanca Matalan,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Salamanca Matalan (LESA)
2022,1,JAN,9-Jan-2022,LFCR,Rodez-Marcillac,France,1,,,,,,,,,,,,,,,,,,,,v2,Rodez-Marcillac (LFCR)
2022,1,JAN,9-Jan-2022,LIRF,Rome/Fiumicino,Italy,238,,,,,,,,,,,,,,,,,,,,v2,Rome/Fiumicino (LIRF)
2022,1,JAN,9-Jan-2022,LIRN,Naples,Italy,95,,,,,,,,,,,,,,,,,,,,v2,Naples (LIRN)
2022,1,JAN,9-Jan-2022,LPFL,Flores,Portugal,1,,,,,,,,,,,,,,,,,,,,v2,Flores (LPFL)
2022,1,JAN,9-Jan-2022,LPHR,Horta,Portugal,6,,,,,,,,,,,,,,,,,,,,v2,Horta (LPHR)
2022,1,JAN,9-Jan-2022,LFOB,Beauvais-Tillé,France,36,,,,,,,,,,,,,,,,,,,,v2,Beauvais-Tillé (LFOB)
2022,1,JAN,9-Jan-2022,EBBR,Brussels,Belgium,210,,,,,,,,,,,,,,,,,,,,v2,Brussels (EBBR)
2022,1,JAN,9-Jan-2022,ESSB,Stockholm/ Bromma,Sweden,37,,,,,,,,,,,,,,,,,,,,v2,Stockholm/ Bromma (ESSB)
2022,1,JAN,9-Jan-2022,EPRZ,Rzeszow - Jasionka,Poland,11,,,,,,,,,,,,,,,,,,,,v2,Rzeszow - Jasionka (EPRZ)
2022,1,JAN,9-Jan-2022,LFBO,Toulouse-Blagnac,France,64,,,,,,,,,,,,,,,,,,,,v2,Toulouse-Blagnac (LFBO)
2022,1,JAN,9-Jan-2022,LFBP,Pau-Pyrénées,France,6,,,,,,,,,,,,,,,,,,,,v2,Pau-Pyrénées (LFBP)
2022,1,JAN,9-Jan-2022,LFKC,Calvi-Sainte-Catherine,France,4,,,,,,,,,,,,,,,,,,,,v2,Calvi-Sainte-Catherine (LFKC)
2022,1,JAN,9-Jan-2022,EDDN,Nuremberg,Germany,36,,,,,,,,,,,,,,,,,,,,v2,Nuremberg (EDDN)
2022,1,JAN,9-Jan-2022,LKPR,Prague,Czech Republic,120,,,,,,,,,,,,,,,,,,,,v2,Prague (LKPR)
2022,1,JAN,9-Jan-2022,LFLY,Lyon-Bron,France,14,,,,,,,,,,,,,,,,,,,,v2,Lyon-Bron (LFLY)
2022,1,JAN,9-Jan-2022,LPPD,Ponta Delgada,Portugal,20,,,,,,,,,,,,,,,,,,,,v2,Ponta Delgada (LPPD)
2022,1,JAN,9-Jan-2022,LPPT,Lisbon,Portugal,242,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,14,2,v2,Lisbon (LPPT)
2022,1,JAN,9-Jan-2022,EBOS,Ostend-Bruges,Belgium,11,,,,,,,,,,,,,,,,,,,,v2,Ostend-Bruges (EBOS)
2022,1,JAN,9-Jan-2022,LGKR,Corfu,Greece,5,,,,,,,,,,,,,,,,,,,,v2,Corfu (LGKR)
2022,1,JAN,9-Jan-2022,LSZH,Zürich,Switzerland,261,,,,,,,,,,,,,,,,,,,,v2,Zürich (LSZH)
2022,1,JAN,9-Jan-2022,LFMT,Montpellier-Méditerranée,France,17,,,,,,,,,,,,,,,,,,,,v2,Montpellier-Méditerranée (LFMT)
2022,1,JAN,9-Jan-2022,LIML,Milan/ Linate,Italy,113,,,,,,,,,,,,,,,,,,,,v2,Milan/ Linate (LIML)
2022,1,JAN,9-Jan-2022,LFRK,Caen-Carpiquet,France,2,,,,,,,,,,,,,,,,,,,,v2,Caen-Carpiquet (LFRK)
2022,1,JAN,9-Jan-2022,LFOK,Châlons-Vatry,France,5,,,,,,,,,,,,,,,,,,,,v2,Châlons-Vatry (LFOK)
2022,1,JAN,9-Jan-2022,LFLB,Chambéry-Aix-les-Bains,France,36,,,,,,,,,,,,,,,,,,,,v2,Chambéry-Aix-les-Bains (LFLB)
2022,1,JAN,9-Jan-2022,EDDS,Stuttgart,Germany,79,,,,,,,,,,,,,,,,,,,,v2,Stuttgart (EDDS)
2022,1,JAN,9-Jan-2022,EGLC,London/ City,United Kingdom,27,,,,,,,,,,,,,,,,,,,,v2,London/ City (EGLC)
2022,1,JAN,9-Jan-2022,LICJ,Palermo Falcone-Borsellino,Italy,77,,,,,,,,,,,,,,,,,,,,v2,Palermo Falcone-Borsellino (LICJ)
2022,1,JAN,9-Jan-2022,LIMF,Torino Caselle,Italy,72,,,,,,,,,,,,,,,,,,,,v2,Torino Caselle (LIMF)
2022,1,JAN,9-Jan-2022,LFQQ,Lille-Lesquin,France,18,,,,,,,,,,,,,,,,,,,,v2,Lille-Lesquin (LFQQ)
2022,1,JAN,9-Jan-2022,EGGW,London/ Luton,United Kingdom,147,,,,,,,,,,,,,,,,,,,,v2,London/ Luton (EGGW)
2022,1,JAN,9-Jan-2022,EIDL,Donegal,Ireland,2,,,,,,,,,,,,,,,,,,,,v2,Donegal (EIDL)
2022,1,JAN,9-Jan-2022,GMTT,Tanger,Morocco,5,,,,,,,,,,,,,,,,,,,,v2,Tanger (GMTT)
2022,1,JAN,9-Jan-2022,EYPA,Palanga,Lithuania,4,,,,,,,,,,,,,,,,,,,,v2,Palanga (EYPA)
2022,1,JAN,9-Jan-2022,LFMU,Béziers-Vias,France,2,,,,,,,,,,,,,,,,,,,,v2,Béziers-Vias (LFMU)
2022,1,JAN,9-Jan-2022,LTBJ,İzmir/ Adnan Menderes,Turkey,77,,,,,,,,,,,,,,,,,,,,v2,İzmir/ Adnan Menderes (LTBJ)
2022,1,JAN,9-Jan-2022,EIKN,Connaught,Ireland,7,,,,,,,,,,,,,,,,,,,,v2,Connaught (EIKN)
2022,1,JAN,9-Jan-2022,EPSY,Olsztyn-Mazury,Poland,2,,,,,,,,,,,,,,,,,,,,v2,Olsztyn-Mazury (EPSY)
2022,1,JAN,9-Jan-2022,LTAI,Antalya,Turkey,114,,,,,,,,,,,,,,,,,,,,v2,Antalya (LTAI)
2022,1,JAN,9-Jan-2022,EHAM,Amsterdam/ Schiphol,Netherlands,541,,,,,,,,,,,,,,,,,,,,v2,Amsterdam/ Schiphol (EHAM)
2022,1,JAN,9-Jan-2022,LFLC,Clermont-Ferrand-Auvergne,France,3,,,,,,,,,,,,,,,,,,,,v2,Clermont-Ferrand-Auvergne (LFLC)
2022,1,JAN,9-Jan-2022,LFLS,Grenoble-Isère,France,32,,,,,,,,,,,,,,,,,,,,v2,Grenoble-Isère (LFLS)
2022,1,JAN,9-Jan-2022,LPPS,Porto Santo,Portugal,3,,,,,,,,,,,,,,,,,,,,v2,Porto Santo (LPPS)
2022,1,JAN,9-Jan-2022,LEST,Santiago,Spain,27,,,,,,,,,,,,,,,,,,,,v2,Santiago (LEST)
2022,1,JAN,9-Jan-2022,LGKO,Kos,Greece,7,,,,,,,,,,,,,,,,,,,,v2,Kos (LGKO)
2022,1,JAN,9-Jan-2022,LTBA,Istanbul/ Atatürk,Turkey,34,,,,,,,,,,,,,,,,,,,,v2,Istanbul/ Atatürk (LTBA)
2022,1,JAN,9-Jan-2022,ENGM,Oslo/ Gardermoen,Norway,237,,,,,,,,,,,,,,,,,,,,v2,Oslo/ Gardermoen (ENGM)
2022,1,JAN,9-Jan-2022,LATI,Tirana,Albania,39,,,,,,,,,,,,,,,,,,,,v2,Tirana (LATI)
2022,1,JAN,9-Jan-2022,UGTB,Tbilisi,Georgia,36,,,,,,,,,,,,,,,,,,,,v2,Tbilisi (UGTB)
2022,1,JAN,9-Jan-2022,EPGD,Gdansk,Poland,46,,,,,,,,,,,,,,,,,,,,v2,Gdansk (EPGD)
2022,1,JAN,9-Jan-2022,LEBL,Barcelona,Spain,362,,,,,,,,,,,,,,,,,,,,v2,Barcelona (LEBL)
2022,1,JAN,9-Jan-2022,LEIB,Ibiza,Spain,54,,,,,,,,,,,,,,,,,,,,v2,Ibiza (LEIB)
2022,1,JAN,9-Jan-2022,LLBG,Tel Aviv,Israel,130,,,,,,,,,,,,,,,,,,,,v2,Tel Aviv (LLBG)
2022,1,JAN,9-Jan-2022,EGPH,Edinburgh,United Kingdom,102,,,,,,,,,,,,,,,,,,,,v2,Edinburgh (EGPH)
2022,1,JAN,9-Jan-2022,LKMT,Ostrava,Czech Republic,6,,,,,,,,,,,,,,,,,,,,v2,Ostrava (LKMT)
2022,1,JAN,9-Jan-2022,EDDW,Bremen,Germany,19,,,,,,,,,,,,,,,,,,,,v2,Bremen (EDDW)
2022,1,JAN,9-Jan-2022,EGLL,London/ Heathrow,United Kingdom,442,,,,,,,,,,,,,,,,,,,,v2,London/ Heathrow (EGLL)
2022,1,JAN,9-Jan-2022,GCLA,La Palma,Spain,26,,,,,,,,,,,,,,,,,,,,v2,La Palma (GCLA)
2022,1,JAN,9-Jan-2022,LCLK,Larnaca,Cyprus,65,,,,,,,,,,,,,,,,,,,,v2,Larnaca (LCLK)
2022,1,JAN,9-Jan-2022,LIMC,Milan/ Malpensa,Italy,225,,,,,,,,,,,,,,,,,,,,v2,Milan/ Malpensa (LIMC)
2022,1,JAN,9-Jan-2022,LJPZ,Portorož,Slovenia,0,,,,,,,,,,,,,,,,,,,,v2,Portorož (LJPZ)
2022,1,JAN,9-Jan-2022,LPMA,Madeira,Portugal,34,,,,,,,,,,,,,,,,,,,,v2,Madeira (LPMA)
2022,1,JAN,9-Jan-2022,EBAW,Antwerp,Belgium,10,,,,,,,,,,,,,,,,,,,,v2,Antwerp (EBAW)
2022,1,JAN,9-Jan-2022,EFHK,Helsinki/ Vantaa,Finland,164,,,,,,,,,,,,,,,,,,,,v2,Helsinki/ Vantaa (EFHK)
2022,1,JAN,9-Jan-2022,LFOT,Tours-Val de Loire,France,0,,,,,,,,,,,,,,,,,,,,v2,Tours-Val de Loire (LFOT)
2022,1,JAN,9-Jan-2022,LGSK,Skiathos,Greece,1,,,,,,,,,,,,,,,,,,,,v2,Skiathos (LGSK)
2022,1,JAN,9-Jan-2022,LYBE,Belgrade/ Nikola Tesla,Serbia,95,,,,,,,,,,,,,,,,,,,,v2,Belgrade/ Nikola Tesla (LYBE)
2022,1,JAN,9-Jan-2022,EDDR,Saarbruecken,Germany,2,,,,,,,,,,,,,,,,,,,,v2,Saarbruecken (EDDR)
2022,1,JAN,9-Jan-2022,EKCH,Copenhagen/ Kastrup,Denmark,208,,,,,,,,,,,,,,,,,,,,v2,Copenhagen/ Kastrup (EKCH)
2022,1,JAN,9-Jan-2022,GMFF,Fes,Morocco,3,,,,,,,,,,,,,,,,,,,,v2,Fes (GMFF)
2022,1,JAN,9-Jan-2022,LGSA,Khania/Souda,Greece,11,,,,,,,,,,,,,,,,,,,,v2,Khania/Souda (LGSA)
2022,1,JAN,9-Jan-2022,LTFM,Istanbul International,Turkey,505,,,,,,,,,,,,,,,,,,,,v2,Istanbul International (LTFM)
2022,1,JAN,9-Jan-2022,EVRA,Riga,Latvia,84,,,,,,,,,,,,,,,,,,,,v2,Riga (EVRA)
2022,1,JAN,9-Jan-2022,ENBR,Bergen,Norway,100,,,,,,,,,,,,,,,,,,,,v2,Bergen (ENBR)
2022,1,JAN,9-Jan-2022,EPKK,Krakow - Balice,Poland,82,,,,,,,,,,,,,,,,,,,,v2,Krakow - Balice (EPKK)
2022,1,JAN,9-Jan-2022,LEAM,Almeria,Spain,4,,,,,,,,,,,,,,,,,,,,v2,Almeria (LEAM)
2022,1,JAN,9-Jan-2022,LFBI,Poitiers-Biard,France,1,,,,,,,,,,,,,,,,,,,,v2,Poitiers-Biard (LFBI)
2022,1,JAN,9-Jan-2022,LFRD,Dinard-Pleurtuit-Saint-Malo,France,1,,,,,,,,,,,,,,,,,,,,v2,Dinard-Pleurtuit-Saint-Malo (LFRD)
2022,1,JAN,9-Jan-2022,LFBD,Bordeaux-Mérignac,France,48,,,,,,,,,,,,,,,,,,,,v2,Bordeaux-Mérignac (LFBD)
2022,1,JAN,9-Jan-2022,LSGG,Geneva,Switzerland,260,162,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,14,3,v2,Geneva (LSGG)
2022,1,JAN,9-Jan-2022,LZIB,Bratislava,Slovakia,17,,,,,,,,,,,,,,,,,,,,v2,Bratislava (LZIB)
2022,1,JAN,9-Jan-2022,LERJ,Logrono,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Logrono (LERJ)
2022,1,JAN,9-Jan-2022,EDDP,Leipzig-Halle,Germany,60,,,,,,,,,,,,,,,,,,,,v2,Leipzig-Halle (EDDP)
2022,1,JAN,9-Jan-2022,EGGD,Bristol,United Kingdom,62,,,,,,,,,,,,,,,,,,,,v2,Bristol (EGGD)
2022,1,JAN,9-Jan-2022,EYKA,Kaunas,Lithuania,12,,,,,,,,,,,,,,,,,,,,v2,Kaunas (EYKA)
2022,1,JAN,9-Jan-2022,LFMH,Saint-Etienne-Bouthéon,France,0,,,,,,,,,,,,,,,,,,,,v2,Saint-Etienne-Bouthéon (LFMH)
2022,1,JAN,9-Jan-2022,LOWL,Linz,Austria,6,,,,,,,,,,,,,,,,,,,,v2,Linz (LOWL)
2022,1,JAN,9-Jan-2022,LFRZ,Saint-Nazaire-Montoir,France,2,,,,,,,,,,,,,,,,,,,,v2,Saint-Nazaire-Montoir (LFRZ)
2022,1,JAN,9-Jan-2022,LECO,La Coruna,Spain,12,,,,,,,,,,,,,,,,,,,,v2,La Coruna (LECO)
2022,1,JAN,9-Jan-2022,LPPR,Porto,Portugal,101,2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,0,53,39,v2,Porto (LPPR)
2022,1,JAN,9-Jan-2022,LWSK,Skopje,North Macedonia,19,,,,,,,,,,,,,,,,,,,,v2,Skopje (LWSK)
2022,1,JAN,9-Jan-2022,EHGG,Groningen,Netherlands,4,,,,,,,,,,,,,,,,,,,,v2,Groningen (EHGG)
2022,1,JAN,9-Jan-2022,LEZG,Zaragoza,Spain,10,,,,,,,,,,,,,,,,,,,,v2,Zaragoza (LEZG)
2022,1,JAN,9-Jan-2022,LFRG,Deauville-Normandie,France,2,,,,,,,,,,,,,,,,,,,,v2,Deauville-Normandie (LFRG)
2022,1,JAN,9-Jan-2022,EPKT,Katowice - Pyrzowice,Poland,38,,,,,,,,,,,,,,,,,,,,v2,Katowice - Pyrzowice (EPKT)
2022,1,JAN,9-Jan-2022,GMME,Rabat,Morocco,9,,,,,,,,,,,,,,,,,,,,v2,Rabat (GMME)
2022,1,JAN,9-Jan-2022,LIPE,Bologna,Italy,76,,,,,,,,,,,,,,,,,,,,v2,Bologna (LIPE)
2022,1,JAN,9-Jan-2022,LGMK,Mikonos,Greece,3,,,,,,,,,,,,,,,,,,,,v2,Mikonos (LGMK)
2022,1,JAN,9-Jan-2022,LESJ,Palma/Son San Juan,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Palma/Son San Juan (LESJ)
2022,1,JAN,9-Jan-2022,EDDG,Muenster-Osnabrueck,Germany,13,,,,,,,,,,,,,,,,,,,,v2,Muenster-Osnabrueck (EDDG)
2022,1,JAN,9-Jan-2022,EPSC,Szczecin - Goleniów,Poland,7,,,,,,,,,,,,,,,,,,,,v2,Szczecin - Goleniów (EPSC)
2022,1,JAN,9-Jan-2022,LEBZ,Badajoz,Spain,5,,,,,,,,,,,,,,,,,,,,v2,Badajoz (LEBZ)
2022,1,JAN,9-Jan-2022,LEMG,Málaga,Spain,169,,,,,,,,,,,,,,,,,,,,v2,Málaga (LEMG)
2022,1,JAN,9-Jan-2022,LIRA,Rome/Ciampino,Italy,40,,,,,,,,,,,,,,,,,,,,v2,Rome/Ciampino (LIRA)
2022,1,JAN,9-Jan-2022,EPMO,Warszawa/ Modlin,Poland,33,,,,,,,,,,,,,,,,,,,,v2,Warszawa/ Modlin (EPMO)
2022,1,JAN,9-Jan-2022,LFAQ,Albert-Bray,France,0,,,,,,,,,,,,,,,,,,,,v2,Albert-Bray (LFAQ)
2022,1,JAN,9-Jan-2022,EDDK,Cologne-Bonn,Germany,103,,,,,,,,,,,,,,,,,,,,v2,Cologne-Bonn (EDDK)
2022,1,JAN,9-Jan-2022,LTFJ,Istanbul/ Sabiha Gökçen,Turkey,252,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475,0,41,35,v2,Istanbul/ Sabiha Gökçen (LTFJ)
2022,1,JAN,9-Jan-2022,EGBB,Birmingham,United Kingdom,79,,,,,,,,,,,,,,,,,,,,v2,Birmingham (EGBB)
2022,1,JAN,9-Jan-2022,EHBK,Maastricht-Aachen,Netherlands,11,,,,,,,,,,,,,,,,,,,,v2,Maastricht-Aachen (EHBK)
2022,1,JAN,9-Jan-2022,GCTS,Tenerife Sur/Reina Sofia,Spain,120,,,,,,,,,,,,,,,,,,,,v2,Tenerife Sur/Reina Sofia (GCTS)
2022,1,JAN,9-Jan-2022,LJLJ,Ljubljana,Slovenia,15,,,,,,,,,,,,,,,,,,,,v2,Ljubljana (LJLJ)
2022,1,JAN,9-Jan-2022,LFST,Strasbourg-Entzheim,France,9,,,,,,,,,,,,,,,,,,,,v2,Strasbourg-Entzheim (LFST)
2022,1,JAN,9-Jan-2022,GMMX,Marrakech,Morocco,6,,,,,,,,,,,,,,,,,,,,v2,Marrakech (GMMX)
2022,1,JAN,9-Jan-2022,LFBH,La Rochelle-Ile de Ré,France,2,,,,,,,,,,,,,,,,,,,,v2,La Rochelle-Ile de Ré (LFBH)
2022,1,JAN,9-Jan-2022,LFOP,Rouen,France,1,,,,,,,,,,,,,,,,,,,,v2,Rouen (LFOP)
2022,1,JAN,9-Jan-2022,LEBB,Bilbao,Spain,58,,,,,,,,,,,,,,,,,,,,v2,Bilbao (LEBB)
2022,1,JAN,9-Jan-2022,LFRN,Rennes-Saint-Jacques,France,10,,,,,,,,,,,,,,,,,,,,v2,Rennes-Saint-Jacques (LFRN)
2022,1,JAN,9-Jan-2022,LFTW,Nîmes-Garons,France,2,,,,,,,,,,,,,,,,,,,,v2,Nîmes-Garons (LFTW)
2022,1,JAN,9-Jan-2022,LGZA,Zakinthos,Greece,2,,,,,,,,,,,,,,,,,,,,v2,Zakinthos (LGZA)
2022,1,JAN,9-Jan-2022,LFSL,Brive-Souillac,France,1,,,,,,,,,,,,,,,,,,,,v2,Brive-Souillac (LFSL)
2022,1,JAN,9-Jan-2022,EETU,Tartu,Estonia,1,,,,,,,,,,,,,,,,,,,,v2,Tartu (EETU)
2022,1,JAN,9-Jan-2022,LIBR,Brindisi,Italy,26,,,,,,,,,,,,,,,,,,,,v2,Brindisi (LIBR)
2022,1,JAN,9-Jan-2022,LGAV,Athens,Greece,227,,,,,,,,,,,,,,,,,,,,v2,Athens (LGAV)
2022,1,JAN,9-Jan-2022,LGIR,Heraklion,Greece,16,,,,,,,,,,,,,,,,,,,,v2,Heraklion (LGIR)
2022,1,JAN,9-Jan-2022,LUKK,Chișinău,Moldova,32,,,,,,,,,,,,,,,,,,,,v2,Chișinău (LUKK)
2022,1,JAN,9-Jan-2022,EDDC,Dresden,Germany,10,,,,,,,,,,,,,,,,,,,,v2,Dresden (EDDC)
2022,1,JAN,9-Jan-2022,EGAC,Belfast/City Airport,United Kingdom,21,,,,,,,,,,,,,,,,,,,,v2,Belfast/City Airport (EGAC)
2022,1,JAN,9-Jan-2022,EGLF,Farnborough,United Kingdom,50,,,,,,,,,,,,,,,,,,,,v2,Farnborough (EGLF)
2022,1,JAN,9-Jan-2022,GMMN,Casablanca,Morocco,32,,,,,,,,,,,,,,,,,,,,v2,Casablanca (GMMN)
2022,1,JAN,9-Jan-2022,LHBP,Budapest/ Ferihegy,Hungary,122,,,,,,,,,,,,,,,,,,,,v2,Budapest/ Ferihegy (LHBP)
2022,1,JAN,9-Jan-2022,LGRP,Rodos,Greece,9,,,,,,,,,,,,,,,,,,,,v2,Rodos (LGRP)
2022,1,JAN,9-Jan-2022,LGSR,Santorini,Greece,7,,,,,,,,,,,,,,,,,,,,v2,Santorini (LGSR)
2022,1,JAN,9-Jan-2022,EDDV,Hanover,Germany,37,,,,,,,,,,,,,,,,,,,,v2,Hanover (EDDV)
2022,1,JAN,9-Jan-2022,EGKK,London/ Gatwick,United Kingdom,180,,,,,,,,,,,,,,,,,,,,v2,London/ Gatwick (EGKK)
2022,1,JAN,9-Jan-2022,EHRD,Rotterdam,Netherlands,23,,,,,,,,,,,,,,,,,,,,v2,Rotterdam (EHRD)
2022,1,JAN,9-Jan-2022,LFLI,Annemasse,France,1,,,,,,,,,,,,,,,,,,,,v2,Annemasse (LFLI)
2022,1,JAN,9-Jan-2022,EGPD,Aberdeen,United Kingdom,29,,,,,,,,,,,,,,,,,,,,v2,Aberdeen (EGPD)
2022,1,JAN,9-Jan-2022,EDDL,Dusseldorf,Germany,164,,,,,,,,,,,,,,,,,,,,v2,Dusseldorf (EDDL)
