YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_ARR_1,DLY_APT_ARR_1,DLY_APT_ARR_A_1,DLY_APT_ARR_C_1,DLY_APT_ARR_D_1,DLY_APT_ARR_E_1,DLY_APT_ARR_G_1,DLY_APT_ARR_I_1,DLY_APT_ARR_M_1,DLY_APT_ARR_N_1,DLY_APT_ARR_O_1,DLY_APT_ARR_P_1,DLY_APT_ARR_R_1,DLY_APT_ARR_S_1,DLY_APT_ARR_T_1,DLY_APT_ARR_V_1,DLY_APT_ARR_W_1,DLY_APT_ARR_NA_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,ATFM_VERSION
2022,1,JAN,18-Jan-2022,GEML,Melilla,Spain,11,,,,,,,,,,,,,,,,,,,,v2,Melilla (GEML)
2022,1,JAN,18-Jan-2022,LFBA,Agen-La Garenne,France,1,,,,,,,,,,,,,,,,,,,,v2,Agen-La Garenne (LFBA)
2022,1,JAN,18-Jan-2022,LFLB,Chambéry-Aix-les-Bains,France,12,,,,,,,,,,,,,,,,,,,,v2,Chambéry-Aix-les-Bains (LFLB)
2022,1,JAN,18-Jan-2022,LHBP,Budapest/ Ferihegy,Hungary,77,,,,,,,,,,,,,,,,,,,,v2,Budapest/ Ferihegy (LHBP)
2022,1,JAN,18-Jan-2022,LPAZ,Santa Maria,Portugal,2,,,,,,,,,,,,,,,,,,,,v2,Santa Maria (LPAZ)
2022,1,JAN,18-Jan-2022,LFQQ,Lille-Lesquin,France,13,,,,,,,,,,,,,,,,,,,,v2,Lille-Lesquin (LFQQ)
2022,1,JAN,18-Jan-2022,EETN,Tallinn,Estonia,38,,,,,,,,,,,,,,,,,,,,v2,Tallinn (EETN)
2022,1,JAN,18-Jan-2022,LFRK,Caen-Carpiquet,France,2,,,,,,,,,,,,,,,,,,,,v2,Caen-Carpiquet (LFRK)
2022,1,JAN,18-Jan-2022,LUKK,Chișinău,Moldova,21,,,,,,,,,,,,,,,,,,,,v2,Chișinău (LUKK)
2022,1,JAN,18-Jan-2022,EPLB,Lublin,Poland,0,,,,,,,,,,,,,,,,,,,,v2,Lublin (EPLB)
2022,1,JAN,19-Jan-2022,LESB,Son Bonet,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Son Bonet (LESB)
2022,1,JAN,19-Jan-2022,EVLA,Liepaja,Latvia,6,,,,,,,,,,,,,,,,,,,,v2,Liepaja (EVLA)
2022,1,JAN,19-Jan-2022,LLBG,Tel Aviv,Israel,97,,,,,,,,,,,,,,,,,,,,v2,Tel Aviv (LLBG)
2022,1,JAN,19-Jan-2022,LOWI,Innsbruck,Austria,26,,,,,,,,,,,,,,,,,,,,v2,Innsbruck (LOWI)
2022,1,JAN,19-Jan-2022,LSGS,Sion,Switzerland,10,,,,,,,,,,,,,,,,,,,,v2,Sion (LSGS)
2022,1,JAN,19-Jan-2022,LTBA,Istanbul/ Atatürk,Turkey,37,,,,,,,,,,,,,,,,,,,,v2,Istanbul/ Atatürk (LTBA)
2022,1,JAN,19-Jan-2022,LECO,La Coruna,Spain,14,,,,,,,,,,,,,,,,,,,,v2,La Coruna (LECO)
2022,1,JAN,19-Jan-2022,ESGG,Göteborg,Sweden,38,,,,,,,,,,,,,,,,,,,,v2,Göteborg (ESGG)
2022,1,JAN,19-Jan-2022,LELL,Sabadell,Spain,4,,,,,,,,,,,,,,,,,,,,v2,Sabadell (LELL)
2022,1,JAN,19-Jan-2022,LFBT,Tarbes-Lourdes Pyrénées,France,13,,,,,,,,,,,,,,,,,,,,v2,Tarbes-Lourdes Pyrénées (LFBT)
2022,1,JAN,19-Jan-2022,LGZA,Zakinthos,Greece,3,,,,,,,,,,,,,,,,,,,,v2,Zakinthos (LGZA)
2022,1,JAN,19-Jan-2022,LFBD,Bordeaux-Mérignac,France,38,,,,,,,,,,,,,,,,,,,,v2,Bordeaux-Mérignac (LFBD)
2022,1,JAN,19-Jan-2022,LQSA,Sarajevo,Bosnia and Herzegovina,10,,,,,,,,,,,,,,,,,,,,v2,Sarajevo (LQSA)
2022,1,JAN,19-Jan-2022,LZIB,Bratislava,Slovakia,18,,,,,,,,,,,,,,,,,,,,v2,Bratislava (LZIB)
2022,1,JAN,19-Jan-2022,LFKF,Figari-Sud Corse,France,7,,,,,,,,,,,,,,,,,,,,v2,Figari-Sud Corse (LFKF)
2022,1,JAN,19-Jan-2022,LFMT,Montpellier-Méditerranée,France,37,,,,,,,,,,,,,,,,,,,,v2,Montpellier-Méditerranée (LFMT)
2022,1,JAN,19-Jan-2022,LKKV,Karlovy Vary,Czech Republic,2,,,,,,,,,,,,,,,,,,,,v2,Karlovy Vary (LKKV)
2022,1,JAN,19-Jan-2022,GMMX,Marrakech,Morocco,5,,,,,,,,,,,,,,,,,,,,v2,Marrakech (GMMX)
2022,1,JAN,19-Jan-2022,LEIB,Ibiza,Spain,30,,,,,,,,,,,,,,,,,,,,v2,Ibiza (LEIB)
2022,1,JAN,19-Jan-2022,LEPP,Noain Pamplona,Spain,5,,,,,,,,,,,,,,,,,,,,v2,Noain Pamplona (LEPP)
2022,1,JAN,19-Jan-2022,LFMK,Carcassonne-Salvaza,France,9,,,,,,,,,,,,,,,,,,,,v2,Carcassonne-Salvaza (LFMK)
2022,1,JAN,19-Jan-2022,LPFR,Faro,Portugal,14,,,,,,,,,,,,,,,,,,,,v2,Faro (LPFR)
2022,1,JAN,19-Jan-2022,LFRS,Nantes-Atlantique,France,23,,,,,,,,,,,,,,,,,,,,v2,Nantes-Atlantique (LFRS)
2022,1,JAN,19-Jan-2022,EHGG,Groningen,Netherlands,22,,,,,,,,,,,,,,,,,,,,v2,Groningen (EHGG)
2022,1,JAN,19-Jan-2022,LOWS,Salzburg,Austria,29,,,,,,,,,,,,,,,,,,,,v2,Salzburg (LOWS)
2022,1,JAN,19-Jan-2022,LFRO,Lannion,France,1,,,,,,,,,,,,,,,,,,,,v2,Lannion (LFRO)
2022,1,JAN,19-Jan-2022,EDDP,Leipzig-Halle,Germany,114,,,,,,,,,,,,,,,,,,,,v2,Leipzig-Halle (EDDP)
2022,1,JAN,19-Jan-2022,LIBR,Brindisi,Italy,15,,,,,,,,,,,,,,,,,,,,v2,Brindisi (LIBR)
2022,1,JAN,19-Jan-2022,LEVD,Valladolid,Spain,5,,,,,,,,,,,,,,,,,,,,v2,Valladolid (LEVD)
2022,1,JAN,19-Jan-2022,LFMH,Saint-Etienne-Bouthéon,France,4,,,,,,,,,,,,,,,,,,,,v2,Saint-Etienne-Bouthéon (LFMH)
2022,1,JAN,19-Jan-2022,EPLB,Lublin,Poland,3,,,,,,,,,,,,,,,,,,,,v2,Lublin (EPLB)
2022,1,JAN,19-Jan-2022,LEDA,Lleida/Alguaire,Spain,9,,,,,,,,,,,,,,,,,,,,v2,Lleida/Alguaire (LEDA)
2022,1,JAN,19-Jan-2022,EGLL,London/ Heathrow,United Kingdom,289,,,,,,,,,,,,,,,,,,,,v2,London/ Heathrow (EGLL)
2022,1,JAN,19-Jan-2022,EPKT,Katowice - Pyrzowice,Poland,24,,,,,,,,,,,,,,,,,,,,v2,Katowice - Pyrzowice (EPKT)
2022,1,JAN,19-Jan-2022,LEGE,Gerona,Spain,7,,,,,,,,,,,,,,,,,,,,v2,Gerona (LEGE)
2022,1,JAN,19-Jan-2022,LFPN,Toussus-le-Noble,France,17,,,,,,,,,,,,,,,,,,,,v2,Toussus-le-Noble (LFPN)
2022,1,JAN,19-Jan-2022,LGMK,Mikonos,Greece,1,,,,,,,,,,,,,,,,,,,,v2,Mikonos (LGMK)
2022,1,JAN,19-Jan-2022,LFLP,Annecy-Meythet,France,9,,,,,,,,,,,,,,,,,,,,v2,Annecy-Meythet (LFLP)
2022,1,JAN,19-Jan-2022,LFMN,Nice-Côte d’Azur,France,89,,,,,,,,,,,,,,,,,,,,v2,Nice-Côte d’Azur (LFMN)
2022,1,JAN,19-Jan-2022,LFBA,Agen-La Garenne,France,1,,,,,,,,,,,,,,,,,,,,v2,Agen-La Garenne (LFBA)
2022,1,JAN,19-Jan-2022,LFLB,Chambéry-Aix-les-Bains,France,21,,,,,,,,,,,,,,,,,,,,v2,Chambéry-Aix-les-Bains (LFLB)
2022,1,JAN,19-Jan-2022,LIRN,Naples,Italy,48,,,,,,,,,,,,,,,,,,,,v2,Naples (LIRN)
2022,1,JAN,19-Jan-2022,LPAZ,Santa Maria,Portugal,4,,,,,,,,,,,,,,,,,,,,v2,Santa Maria (LPAZ)
2022,1,JAN,19-Jan-2022,LPFL,Flores,Portugal,2,,,,,,,,,,,,,,,,,,,,v2,Flores (LPFL)
2022,1,JAN,19-Jan-2022,LFRH,Lorient-Lann Bihoué,France,11,,,,,,,,,,,,,,,,,,,,v2,Lorient-Lann Bihoué (LFRH)
2022,1,JAN,19-Jan-2022,LGSR,Santorini,Greece,3,,,,,,,,,,,,,,,,,,,,v2,Santorini (LGSR)
2022,1,JAN,19-Jan-2022,ESSA,Stockholm/ Arlanda,Sweden,140,,,,,,,,,,,,,,,,,,,,v2,Stockholm/ Arlanda (ESSA)
2022,1,JAN,19-Jan-2022,LEZL,Sevilla,Spain,40,,,,,,,,,,,,,,,,,,,,v2,Sevilla (LEZL)
2022,1,JAN,19-Jan-2022,LGIR,Heraklion,Greece,14,,,,,,,,,,,,,,,,,,,,v2,Heraklion (LGIR)
2022,1,JAN,19-Jan-2022,EDDS,Stuttgart,Germany,61,,,,,,,,,,,,,,,,,,,,v2,Stuttgart (EDDS)
2022,1,JAN,19-Jan-2022,EYSA,Šiauliai,Lithuania,2,,,,,,,,,,,,,,,,,,,,v2,Šiauliai (EYSA)
2022,1,JAN,19-Jan-2022,LEGT,Madrid/Getafe,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Madrid/Getafe (LEGT)
2022,1,JAN,19-Jan-2022,EBCI,Charleroi,Belgium,33,,,,,,,,,,,,,,,,,,,,v2,Charleroi (EBCI)
2022,1,JAN,19-Jan-2022,LEBL,Barcelona,Spain,200,,,,,,,,,,,,,,,,,,,,v2,Barcelona (LEBL)
2022,1,JAN,19-Jan-2022,GCFV,Fuerteventura,Spain,41,,,,,,,,,,,,,,,,,,,,v2,Fuerteventura (GCFV)
2022,1,JAN,19-Jan-2022,LEZG,Zaragoza,Spain,12,,,,,,,,,,,,,,,,,,,,v2,Zaragoza (LEZG)
2022,1,JAN,19-Jan-2022,LFMP,Perpignan-Rivesaltes,France,18,,,,,,,,,,,,,,,,,,,,v2,Perpignan-Rivesaltes (LFMP)
2022,1,JAN,19-Jan-2022,LFPB,Paris-Le Bourget,France,92,,,,,,,,,,,,,,,,,,,,v2,Paris-Le Bourget (LFPB)
2022,1,JAN,19-Jan-2022,UDYZ,Zvartnots,Armenia,23,,,,,,,,,,,,,,,,,,,,v2,Zvartnots (UDYZ)
2022,1,JAN,19-Jan-2022,UGTB,Tbilisi,Georgia,27,,,,,,,,,,,,,,,,,,,,v2,Tbilisi (UGTB)
2022,1,JAN,19-Jan-2022,LIPE,Bologna,Italy,40,,,,,,,,,,,,,,,,,,,,v2,Bologna (LIPE)
2022,1,JAN,19-Jan-2022,EGCC,Manchester,United Kingdom,75,,,,,,,,,,,,,,,,,,,,v2,Manchester (EGCC)
2022,1,JAN,19-Jan-2022,EPPO,Poznan - Lawica,Poland,15,,,,,,,,,,,,,,,,,,,,v2,Poznan - Lawica (EPPO)
2022,1,JAN,19-Jan-2022,LFGJ,Dôle-Tavaux,France,5,,,,,,,,,,,,,,,,,,,,v2,Dôle-Tavaux (LFGJ)
2022,1,JAN,19-Jan-2022,LFTW,Nîmes-Garons,France,7,,,,,,,,,,,,,,,,,,,,v2,Nîmes-Garons (LFTW)
2022,1,JAN,19-Jan-2022,EGPD,Aberdeen,United Kingdom,38,,,,,,,,,,,,,,,,,,,,v2,Aberdeen (EGPD)
2022,1,JAN,19-Jan-2022,LFKB,Bastia-Poretta,France,15,,,,,,,,,,,,,,,,,,,,v2,Bastia-Poretta (LFKB)
2022,1,JAN,19-Jan-2022,LPPR,Porto,Portugal,66,,,,,,,,,,,,,,,,,,,,v2,Porto (LPPR)
2022,1,JAN,19-Jan-2022,LFPO,Paris-Orly,France,144,,,,,,,,,,,,,,,,,,,,v2,Paris-Orly (LFPO)
2022,1,JAN,19-Jan-2022,LGKO,Kos,Greece,4,,,,,,,,,,,,,,,,,,,,v2,Kos (LGKO)
2022,1,JAN,19-Jan-2022,LWSK,Skopje,North Macedonia,11,,,,,,,,,,,,,,,,,,,,v2,Skopje (LWSK)
2022,1,JAN,19-Jan-2022,LFBH,La Rochelle-Ile de Ré,France,10,,,,,,,,,,,,,,,,,,,,v2,La Rochelle-Ile de Ré (LFBH)
2022,1,JAN,19-Jan-2022,EGNX,East Midlands,United Kingdom,79,,,,,,,,,,,,,,,,,,,,v2,East Midlands (EGNX)
2022,1,JAN,19-Jan-2022,EIKY,Kerry/Farranfore,Ireland,2,,,,,,,,,,,,,,,,,,,,v2,Kerry/Farranfore (EIKY)
2022,1,JAN,19-Jan-2022,GCLP,Gran Canaria,Spain,135,,,,,,,,,,,,,,,,,,,,v2,Gran Canaria (GCLP)
2022,1,JAN,19-Jan-2022,LEST,Santiago,Spain,15,,,,,,,,,,,,,,,,,,,,v2,Santiago (LEST)
2022,1,JAN,19-Jan-2022,LFOP,Rouen,France,3,,,,,,,,,,,,,,,,,,,,v2,Rouen (LFOP)
2022,1,JAN,19-Jan-2022,UKBB,Kiev/Boryspil,Ukraine,87,,,,,,,,,,,,,,,,,,,,v2,Kiev/Boryspil (UKBB)
2022,1,JAN,19-Jan-2022,EETN,Tallinn,Estonia,37,,,,,,,,,,,,,,,,,,,,v2,Tallinn (EETN)
2022,1,JAN,19-Jan-2022,LIME,Bergamo,Italy,49,,,,,,,,,,,,,,,,,,,,v2,Bergamo (LIME)
2022,1,JAN,19-Jan-2022,LSGG,Geneva,Switzerland,117,,,,,,,,,,,,,,,,,,,,v2,Geneva (LSGG)
2022,1,JAN,19-Jan-2022,EPBY,Bydgoszcz,Poland,2,,,,,,,,,,,,,,,,,,,,v2,Bydgoszcz (EPBY)
2022,1,JAN,19-Jan-2022,LERJ,Logrono,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Logrono (LERJ)
2022,1,JAN,19-Jan-2022,LEVT,Vitoria,Spain,20,,,,,,,,,,,,,,,,,,,,v2,Vitoria (LEVT)
2022,1,JAN,19-Jan-2022,EGKB,Biggin Hill,United Kingdom,28,,,,,,,,,,,,,,,,,,,,v2,Biggin Hill (EGKB)
2022,1,JAN,19-Jan-2022,LGSK,Skiathos,Greece,1,,,,,,,,,,,,,,,,,,,,v2,Skiathos (LGSK)
2022,1,JAN,19-Jan-2022,EBBR,Brussels,Belgium,152,,,,,,,,,,,,,,,,,,,,v2,Brussels (EBBR)
2022,1,JAN,19-Jan-2022,LFLS,Grenoble-Isère,France,13,,,,,,,,,,,,,,,,,,,,v2,Grenoble-Isère (LFLS)
2022,1,JAN,19-Jan-2022,LYPG,Podgorica,Montenegro,5,,,,,,,,,,,,,,,,,,,,v2,Podgorica (LYPG)
2022,1,JAN,19-Jan-2022,LFRZ,Saint-Nazaire-Montoir,France,5,,,,,,,,,,,,,,,,,,,,v2,Saint-Nazaire-Montoir (LFRZ)
2022,1,JAN,19-Jan-2022,EDDC,Dresden,Germany,9,,,,,,,,,,,,,,,,,,,,v2,Dresden (EDDC)
2022,1,JAN,19-Jan-2022,LBSF,Sofia,Bulgaria,49,,,,,,,,,,,,,,,,,,,,v2,Sofia (LBSF)
2022,1,JAN,19-Jan-2022,LPHR,Horta,Portugal,6,,,,,,,,,,,,,,,,,,,,v2,Horta (LPHR)
2022,1,JAN,19-Jan-2022,LGRP,Rodos,Greece,11,,,,,,,,,,,,,,,,,,,,v2,Rodos (LGRP)
2022,1,JAN,19-Jan-2022,EGHI,Southampton,United Kingdom,16,,,,,,,,,,,,,,,,,,,,v2,Southampton (EGHI)
2022,1,JAN,19-Jan-2022,ENVA,Trondheim,Norway,66,,,,,,,,,,,,,,,,,,,,v2,Trondheim (ENVA)
2022,1,JAN,19-Jan-2022,LICC,Catania,Italy,52,,,,,,,,,,,,,,,,,,,,v2,Catania (LICC)
2022,1,JAN,19-Jan-2022,LFBL,Limoges-Bellegarde,France,5,,,,,,,,,,,,,,,,,,,,v2,Limoges-Bellegarde (LFBL)
2022,1,JAN,19-Jan-2022,LFMV,Avignon-Caumont,France,13,,,,,,,,,,,,,,,,,,,,v2,Avignon-Caumont (LFMV)
2022,1,JAN,19-Jan-2022,ELLX,Luxembourg,Luxembourg,56,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,v2,Luxembourg (ELLX)
2022,1,JAN,19-Jan-2022,LEVX,Vigo,Spain,11,,,,,,,,,,,,,,,,,,,,v2,Vigo (LEVX)
2022,1,JAN,19-Jan-2022,LEXJ,Santander,Spain,5,,,,,,,,,,,,,,,,,,,,v2,Santander (LEXJ)
2022,1,JAN,19-Jan-2022,LFMD,Cannes-Mandelieu,France,18,,,,,,,,,,,,,,,,,,,,v2,Cannes-Mandelieu (LFMD)
2022,1,JAN,19-Jan-2022,LFSB,Bâle-Mulhouse,France,41,,,,,,,,,,,,,,,,,,,,v2,Bâle-Mulhouse (LFSB)
2022,1,JAN,19-Jan-2022,LPCS,Cascais,Portugal,8,,,,,,,,,,,,,,,,,,,,v2,Cascais (LPCS)
2022,1,JAN,19-Jan-2022,ENZV,Stavanger,Norway,60,,,,,,,,,,,,,,,,,,,,v2,Stavanger (ENZV)
2022,1,JAN,19-Jan-2022,LFRG,Deauville-Normandie,France,1,,,,,,,,,,,,,,,,,,,,v2,Deauville-Normandie (LFRG)
2022,1,JAN,19-Jan-2022,LFJL,Metz-Nancy-Lorraine,France,3,,,,,,,,,,,,,,,,,,,,v2,Metz-Nancy-Lorraine (LFJL)
2022,1,JAN,19-Jan-2022,LKTB,Brno-Tuřany,Czech Republic,12,,,,,,,,,,,,,,,,,,,,v2,Brno-Tuřany (LKTB)
2022,1,JAN,19-Jan-2022,LOWL,Linz,Austria,18,,,,,,,,,,,,,,,,,,,,v2,Linz (LOWL)
2022,1,JAN,19-Jan-2022,EDDH,Hamburg,Germany,86,,,,,,,,,,,,,,,,,,,,v2,Hamburg (EDDH)
2022,1,JAN,19-Jan-2022,EGKK,London/ Gatwick,United Kingdom,62,,,,,,,,,,,,,,,,,,,,v2,London/ Gatwick (EGKK)
2022,1,JAN,19-Jan-2022,LCLK,Larnaca,Cyprus,39,,,,,,,,,,,,,,,,,,,,v2,Larnaca (LCLK)
2022,1,JAN,19-Jan-2022,LEMO,Seville/Moron,Spain,9,,,,,,,,,,,,,,,,,,,,v2,Seville/Moron (LEMO)
2022,1,JAN,19-Jan-2022,LERT,Rota,Spain,8,,,,,,,,,,,,,,,,,,,,v2,Rota (LERT)
2022,1,JAN,19-Jan-2022,LFCR,Rodez-Marcillac,France,5,,,,,,,,,,,,,,,,,,,,v2,Rodez-Marcillac (LFCR)
2022,1,JAN,19-Jan-2022,LIRF,Rome/Fiumicino,Italy,149,,,,,,,,,,,,,,,,,,,,v2,Rome/Fiumicino (LIRF)
2022,1,JAN,19-Jan-2022,LFOB,Beauvais-Tillé,France,23,,,,,,,,,,,,,,,,,,,,v2,Beauvais-Tillé (LFOB)
2022,1,JAN,19-Jan-2022,EGGW,London/ Luton,United Kingdom,65,,,,,,,,,,,,,,,,,,,,v2,London/ Luton (EGGW)
2022,1,JAN,19-Jan-2022,GEML,Melilla,Spain,7,,,,,,,,,,,,,,,,,,,,v2,Melilla (GEML)
2022,1,JAN,19-Jan-2022,LFBZ,Biarritz-Bayonne-Anglet,France,11,,,,,,,,,,,,,,,,,,,,v2,Biarritz-Bayonne-Anglet (LFBZ)
2022,1,JAN,19-Jan-2022,LFLY,Lyon-Bron,France,15,,,,,,,,,,,,,,,,,,,,v2,Lyon-Bron (LFLY)
2022,1,JAN,19-Jan-2022,LMML,Malta,Malta,31,,,,,,,,,,,,,,,,,,,,v2,Malta (LMML)
2022,1,JAN,19-Jan-2022,LFRK,Caen-Carpiquet,France,5,,,,,,,,,,,,,,,,,,,,v2,Caen-Carpiquet (LFRK)
2022,1,JAN,19-Jan-2022,EDDB,Berlin/ Schoenefeld,Germany,108,,,,,,,,,,,,,,,,,,,,v2,Berlin/ Schoenefeld (EDDB)
2022,1,JAN,19-Jan-2022,EDDR,Saarbruecken,Germany,1,,,,,,,,,,,,,,,,,,,,v2,Saarbruecken (EDDR)
2022,1,JAN,19-Jan-2022,EHRD,Rotterdam,Netherlands,21,,,,,,,,,,,,,,,,,,,,v2,Rotterdam (EHRD)
2022,1,JAN,19-Jan-2022,EPGD,Gdansk,Poland,24,,,,,,,,,,,,,,,,,,,,v2,Gdansk (EPGD)
2022,1,JAN,19-Jan-2022,LFLI,Annemasse,France,2,,,,,,,,,,,,,,,,,,,,v2,Annemasse (LFLI)
2022,1,JAN,19-Jan-2022,LJPZ,Portorož,Slovenia,3,,,,,,,,,,,,,,,,,,,,v2,Portorož (LJPZ)
2022,1,JAN,19-Jan-2022,EDDF,Frankfurt,Germany,333,,,,,,,,,,,,,,,,,,,,v2,Frankfurt (EDDF)
2022,1,JAN,19-Jan-2022,ENHD,Haugesund,Norway,8,,,,,,,,,,,,,,,,,,,,v2,Haugesund (ENHD)
2022,1,JAN,19-Jan-2022,GMAD,Agadir,Morocco,4,,,,,,,,,,,,,,,,,,,,v2,Agadir (GMAD)
2022,1,JAN,19-Jan-2022,LEBB,Bilbao,Spain,24,,,,,,,,,,,,,,,,,,,,v2,Bilbao (LEBB)
2022,1,JAN,19-Jan-2022,LFSL,Brive-Souillac,France,3,,,,,,,,,,,,,,,,,,,,v2,Brive-Souillac (LFSL)
2022,1,JAN,19-Jan-2022,EETU,Tartu,Estonia,3,,,,,,,,,,,,,,,,,,,,v2,Tartu (EETU)
2022,1,JAN,19-Jan-2022,EYPA,Palanga,Lithuania,3,,,,,,,,,,,,,,,,,,,,v2,Palanga (EYPA)
2022,1,JAN,19-Jan-2022,LFMU,Béziers-Vias,France,9,,,,,,,,,,,,,,,,,,,,v2,Béziers-Vias (LFMU)
2022,1,JAN,19-Jan-2022,LUKK,Chișinău,Moldova,16,,,,,,,,,,,,,,,,,,,,v2,Chișinău (LUKK)
2022,1,JAN,19-Jan-2022,LICJ,Palermo Falcone-Borsellino,Italy,40,,,,,,,,,,,,,,,,,,,,v2,Palermo Falcone-Borsellino (LICJ)
2022,1,JAN,19-Jan-2022,LIMF,Torino Caselle,Italy,24,,,,,,,,,,,,,,,,,,,,v2,Torino Caselle (LIMF)
2022,1,JAN,19-Jan-2022,LGSA,Khania/Souda,Greece,10,,,,,,,,,,,,,,,,,,,,v2,Khania/Souda (LGSA)
2022,1,JAN,19-Jan-2022,EGLC,London/ City,United Kingdom,24,,,,,,,,,,,,,,,,,,,,v2,London/ City (EGLC)
2022,1,JAN,19-Jan-2022,GCHI,Hierro,Spain,5,,,,,,,,,,,,,,,,,,,,v2,Hierro (GCHI)
2022,1,JAN,19-Jan-2022,LFML,Marseille-Provence,France,84,,,,,,,,,,,,,,,,,,,,v2,Marseille-Provence (LFML)
2022,1,JAN,19-Jan-2022,LRBS,Bucharest/ Băneasa,Romania,16,,,,,,,,,,,,,,,,,,,,v2,Bucharest/ Băneasa (LRBS)
2022,1,JAN,19-Jan-2022,LEBG,Burgos,Spain,3,,,,,,,,,,,,,,,,,,,,v2,Burgos (LEBG)
2022,1,JAN,19-Jan-2022,LEBA,Cordoba,Spain,1,,,,,,,,,,,,,,,,,,,,v2,Cordoba (LEBA)
2022,1,JAN,19-Jan-2022,LEAS,Asturias,Spain,5,,,,,,,,,,,,,,,,,,,,v2,Asturias (LEAS)
2022,1,JAN,19-Jan-2022,LEGR,Granada,Spain,9,,,,,,,,,,,,,,,,,,,,v2,Granada (LEGR)
2022,1,JAN,19-Jan-2022,LEPA,Palma de Mallorca,Spain,81,,,,,,,,,,,,,,,,,,,,v2,Palma de Mallorca (LEPA)
2022,1,JAN,19-Jan-2022,LTBJ,İzmir/ Adnan Menderes,Turkey,54,,,,,,,,,,,,,,,,,,,,v2,İzmir/ Adnan Menderes (LTBJ)
2022,1,JAN,19-Jan-2022,EICK,Cork,Ireland,14,,,,,,,,,,,,,,,,,,,,v2,Cork (EICK)
2022,1,JAN,19-Jan-2022,EIDW,Dublin,Ireland,133,,,,,,,,,,,,,,,,,,,,v2,Dublin (EIDW)
2022,1,JAN,19-Jan-2022,EINN,Shannon,Ireland,14,,,,,,,,,,,,,,,,,,,,v2,Shannon (EINN)
2022,1,JAN,19-Jan-2022,LKMT,Ostrava,Czech Republic,6,,,,,,,,,,,,,,,,,,,,v2,Ostrava (LKMT)
2022,1,JAN,19-Jan-2022,EGPF,Glasgow,United Kingdom,40,,,,,,,,,,,,,,,,,,,,v2,Glasgow (EGPF)
2022,1,JAN,19-Jan-2022,LEAL,Alicante,Spain,36,,,,,,,,,,,,,,,,,,,,v2,Alicante (LEAL)
2022,1,JAN,19-Jan-2022,LESA,Salamanca Matalan,Spain,10,,,,,,,,,,,,,,,,,,,,v2,Salamanca Matalan (LESA)
2022,1,JAN,19-Jan-2022,EPWA,Warszawa/ Chopina,Poland,139,,,,,,,,,,,,,,,,,,,,v2,Warszawa/ Chopina (EPWA)
2022,1,JAN,19-Jan-2022,LJMB,Maribor,Slovenia,6,,,,,,,,,,,,,,,,,,,,v2,Maribor (LJMB)
2022,1,JAN,19-Jan-2022,LFRN,Rennes-Saint-Jacques,France,17,,,,,,,,,,,,,,,,,,,,v2,Rennes-Saint-Jacques (LFRN)
2022,1,JAN,19-Jan-2022,EGAA,Belfast/Aldergrove,United Kingdom,34,,,,,,,,,,,,,,,,,,,,v2,Belfast/Aldergrove (EGAA)
2022,1,JAN,19-Jan-2022,EGGD,Bristol,United Kingdom,23,,,,,,,,,,,,,,,,,,,,v2,Bristol (EGGD)
2022,1,JAN,19-Jan-2022,LFTH,Hyères-Le Palyvestre,France,9,,,,,,,,,,,,,,,,,,,,v2,Hyères-Le Palyvestre (LFTH)
2022,1,JAN,19-Jan-2022,LGAV,Athens,Greece,141,,,,,,,,,,,,,,,,,,,,v2,Athens (LGAV)
2022,1,JAN,19-Jan-2022,GCLA,La Palma,Spain,19,,,,,,,,,,,,,,,,,,,,v2,La Palma (GCLA)
2022,1,JAN,19-Jan-2022,GMME,Rabat,Morocco,6,,,,,,,,,,,,,,,,,,,,v2,Rabat (GMME)
2022,1,JAN,19-Jan-2022,LPMA,Madeira,Portugal,13,,,,,,,,,,,,,,,,,,,,v2,Madeira (LPMA)
2022,1,JAN,19-Jan-2022,LFAQ,Albert-Bray,France,6,,,,,,,,,,,,,,,,,,,,v2,Albert-Bray (LFAQ)
2022,1,JAN,19-Jan-2022,EHBK,Maastricht-Aachen,Netherlands,9,,,,,,,,,,,,,,,,,,,,v2,Maastricht-Aachen (EHBK)
2022,1,JAN,19-Jan-2022,GCXO,Tenerife North,Spain,66,,,,,,,,,,,,,,,,,,,,v2,Tenerife North (GCXO)
2022,1,JAN,19-Jan-2022,LKPR,Prague,Czech Republic,71,,,,,,,,,,,,,,,,,,,,v2,Prague (LKPR)
2022,1,JAN,19-Jan-2022,LOWK,Klagenfurt,Austria,6,,,,,,,,,,,,,,,,,,,,v2,Klagenfurt (LOWK)
2022,1,JAN,19-Jan-2022,LFOT,Tours-Val de Loire,France,2,,,,,,,,,,,,,,,,,,,,v2,Tours-Val de Loire (LFOT)
2022,1,JAN,19-Jan-2022,EDDL,Dusseldorf,Germany,102,,,,,,,,,,,,,,,,,,,,v2,Dusseldorf (EDDL)
